Namespace(data_dir='./data/', output_dir='output/', data_name='Sports_and_Outdoors', do_eval=False, ckp=0, hidden_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='Linrec', backbone2='Mamba4Rec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=0.3, dws_beta=1.0, kd_temperature=0.7, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BCE', N=100, cuda_condition=True, data_file='./data/Sports_and_Outdoors', item_size=18359, log_file='output/DWS-Linrec-Mamba4Rec-Sports_and_Outdoors-a1.0-b1.0-l0.3-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-Linrec-Mamba4Rec-Sports_and_Outdoors-a1.0-b1.0-l0.3-dwsb1.0-t0.0-1762271403.1231658.pt')
{'epoch': 0, 'avg_loss': '6.5152', 'avg_bpr_loss': '6.4534', 'avg_kd_loss': '0.0618'}
{'Epoch': 0, 'HIT@5': '0.0048', 'NDCG@5': '0.0031', 'HIT@10': '0.0072', 'NDCG@10': '0.0039', 'HIT@20': '0.0121', 'NDCG@20': '0.0051'}
{'Epoch': 0, 'HIT@5': '0.0056', 'NDCG@5': '0.0036', 'HIT@10': '0.0091', 'NDCG@10': '0.0047', 'HIT@20': '0.0131', 'NDCG@20': '0.0057'}
{'Epoch': 0, 'HIT@5': '0.0063', 'NDCG@5': '0.0040', 'HIT@10': '0.0090', 'NDCG@10': '0.0049', 'HIT@20': '0.0128', 'NDCG@20': '0.0058'}
Model 1 (Linrec) Results: {'Epoch': 0, 'HIT@5': '0.0048', 'NDCG@5': '0.0031', 'HIT@10': '0.0072', 'NDCG@10': '0.0039', 'HIT@20': '0.0121', 'NDCG@20': '0.0051'}
Model 2 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0056', 'NDCG@5': '0.0036', 'HIT@10': '0.0091', 'NDCG@10': '0.0047', 'HIT@20': '0.0131', 'NDCG@20': '0.0057'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0063', 'NDCG@5': '0.0040', 'HIT@10': '0.0090', 'NDCG@10': '0.0049', 'HIT@20': '0.0128', 'NDCG@20': '0.0058'}
{'Epoch': 0, 'HIT@5': '0.0037', 'NDCG@5': '0.0026', 'HIT@10': '0.0059', 'NDCG@10': '0.0033', 'HIT@20': '0.0101', 'NDCG@20': '0.0044'}
{'Epoch': 0, 'HIT@5': '0.0048', 'NDCG@5': '0.0032', 'HIT@10': '0.0062', 'NDCG@10': '0.0037', 'HIT@20': '0.0110', 'NDCG@20': '0.0049'}
{'Epoch': 0, 'HIT@5': '0.0037', 'NDCG@5': '0.0026', 'HIT@10': '0.0053', 'NDCG@10': '0.0031', 'HIT@20': '0.0090', 'NDCG@20': '0.0040'}
Model 1 (Linrec) Results: {'Epoch': 0, 'HIT@5': '0.0037', 'NDCG@5': '0.0026', 'HIT@10': '0.0059', 'NDCG@10': '0.0033', 'HIT@20': '0.0101', 'NDCG@20': '0.0044'}
Model 2 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0048', 'NDCG@5': '0.0032', 'HIT@10': '0.0062', 'NDCG@10': '0.0037', 'HIT@20': '0.0110', 'NDCG@20': '0.0049'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0037', 'NDCG@5': '0.0026', 'HIT@10': '0.0053', 'NDCG@10': '0.0031', 'HIT@20': '0.0090', 'NDCG@20': '0.0040'}
