Namespace(data_dir='./data/', output_dir='output/', data_name='Beauty', do_eval=False, ckp=0, hidden_size=64, embedding_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='Mamba4Rec', backbone2='SASRec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=1.0, dws_beta=1.0, kd_temperature=0.7, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BPR', N=100, cuda_condition=True, data_file='./data/Beauty', item_size=12103, log_file='output/DWS-Mamba4Rec-SASRec-Beauty-a1.0-b1.0-l1.0-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-Mamba4Rec-SASRec-Beauty-a1.0-b1.0-l1.0-dwsb1.0-t0.0-1762572212.8862717.pt')
{'epoch': 0, 'avg_loss': '4.3157', 'avg_bpr_loss': '4.2327', 'avg_kd_loss': '0.0830'}
{'Epoch': 0, 'HIT@5': '0.0188', 'NDCG@5': '0.0132', 'HIT@10': '0.0255', 'NDCG@10': '0.0153', 'HIT@20': '0.0335', 'NDCG@20': '0.0173'}
{'Epoch': 0, 'HIT@5': '0.0069', 'NDCG@5': '0.0048', 'HIT@10': '0.0096', 'NDCG@10': '0.0057', 'HIT@20': '0.0170', 'NDCG@20': '0.0076'}
{'Epoch': 0, 'HIT@5': '0.0159', 'NDCG@5': '0.0113', 'HIT@10': '0.0208', 'NDCG@10': '0.0129', 'HIT@20': '0.0277', 'NDCG@20': '0.0147'}
Model 1 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0188', 'NDCG@5': '0.0132', 'HIT@10': '0.0255', 'NDCG@10': '0.0153', 'HIT@20': '0.0335', 'NDCG@20': '0.0173'}
Model 2 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0069', 'NDCG@5': '0.0048', 'HIT@10': '0.0096', 'NDCG@10': '0.0057', 'HIT@20': '0.0170', 'NDCG@20': '0.0076'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0159', 'NDCG@5': '0.0113', 'HIT@10': '0.0208', 'NDCG@10': '0.0129', 'HIT@20': '0.0277', 'NDCG@20': '0.0147'}
{'Epoch': 0, 'HIT@5': '0.0188', 'NDCG@5': '0.0114', 'HIT@10': '0.0237', 'NDCG@10': '0.0130', 'HIT@20': '0.0358', 'NDCG@20': '0.0160'}
{'Epoch': 0, 'HIT@5': '0.0036', 'NDCG@5': '0.0021', 'HIT@10': '0.0054', 'NDCG@10': '0.0027', 'HIT@20': '0.0116', 'NDCG@20': '0.0043'}
{'Epoch': 0, 'HIT@5': '0.0130', 'NDCG@5': '0.0082', 'HIT@10': '0.0192', 'NDCG@10': '0.0102', 'HIT@20': '0.0268', 'NDCG@20': '0.0121'}
Model 1 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0188', 'NDCG@5': '0.0114', 'HIT@10': '0.0237', 'NDCG@10': '0.0130', 'HIT@20': '0.0358', 'NDCG@20': '0.0160'}
Model 2 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0036', 'NDCG@5': '0.0021', 'HIT@10': '0.0054', 'NDCG@10': '0.0027', 'HIT@20': '0.0116', 'NDCG@20': '0.0043'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0130', 'NDCG@5': '0.0082', 'HIT@10': '0.0192', 'NDCG@10': '0.0102', 'HIT@20': '0.0268', 'NDCG@20': '0.0121'}
{'epoch': 1, 'avg_loss': '4.2869', 'avg_bpr_loss': '4.2576', 'avg_kd_loss': '0.0293'}
{'Epoch': 1, 'HIT@5': '0.0338', 'NDCG@5': '0.0231', 'HIT@10': '0.0463', 'NDCG@10': '0.0270', 'HIT@20': '0.0624', 'NDCG@20': '0.0311'}
{'Epoch': 1, 'HIT@5': '0.0188', 'NDCG@5': '0.0139', 'HIT@10': '0.0248', 'NDCG@10': '0.0158', 'HIT@20': '0.0356', 'NDCG@20': '0.0185'}
