Namespace(data_dir='./data/', output_dir='output/', data_name='Sports_and_Outdoors', do_eval=False, ckp=0, hidden_size=64, embedding_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='Mamba4Rec', backbone2='SASRec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=0.5, dws_beta=1.0, kd_temperature=0.7, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BPR', N=100, cuda_condition=True, data_file='./data/Sports_and_Outdoors', item_size=18359, log_file='output/DWS-Mamba4Rec-SASRec-Sports_and_Outdoors-a1.0-b1.0-l0.5-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-Mamba4Rec-SASRec-Sports_and_Outdoors-a1.0-b1.0-l0.5-dwsb1.0-t0.0-1762900521.5081432.pt')
{'epoch': 0, 'avg_loss': '3.6399', 'avg_bpr_loss': '3.5772', 'avg_kd_loss': '0.0628'}
{'Epoch': 0, 'HIT@5': '0.0055', 'NDCG@5': '0.0036', 'HIT@10': '0.0103', 'NDCG@10': '0.0051', 'HIT@20': '0.0154', 'NDCG@20': '0.0064'}
{'Epoch': 0, 'HIT@5': '0.0048', 'NDCG@5': '0.0026', 'HIT@10': '0.0073', 'NDCG@10': '0.0034', 'HIT@20': '0.0152', 'NDCG@20': '0.0053'}
{'Epoch': 0, 'HIT@5': '0.0062', 'NDCG@5': '0.0034', 'HIT@10': '0.0104', 'NDCG@10': '0.0048', 'HIT@20': '0.0153', 'NDCG@20': '0.0060'}
Model 1 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0055', 'NDCG@5': '0.0036', 'HIT@10': '0.0103', 'NDCG@10': '0.0051', 'HIT@20': '0.0154', 'NDCG@20': '0.0064'}
Model 2 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0048', 'NDCG@5': '0.0026', 'HIT@10': '0.0073', 'NDCG@10': '0.0034', 'HIT@20': '0.0152', 'NDCG@20': '0.0053'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0062', 'NDCG@5': '0.0034', 'HIT@10': '0.0104', 'NDCG@10': '0.0048', 'HIT@20': '0.0153', 'NDCG@20': '0.0060'}
{'Epoch': 0, 'HIT@5': '0.0045', 'NDCG@5': '0.0031', 'HIT@10': '0.0093', 'NDCG@10': '0.0046', 'HIT@20': '0.0146', 'NDCG@20': '0.0059'}
{'Epoch': 0, 'HIT@5': '0.0039', 'NDCG@5': '0.0019', 'HIT@10': '0.0076', 'NDCG@10': '0.0031', 'HIT@20': '0.0171', 'NDCG@20': '0.0055'}
{'Epoch': 0, 'HIT@5': '0.0051', 'NDCG@5': '0.0025', 'HIT@10': '0.0107', 'NDCG@10': '0.0044', 'HIT@20': '0.0177', 'NDCG@20': '0.0061'}
Model 1 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0045', 'NDCG@5': '0.0031', 'HIT@10': '0.0093', 'NDCG@10': '0.0046', 'HIT@20': '0.0146', 'NDCG@20': '0.0059'}
Model 2 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0039', 'NDCG@5': '0.0019', 'HIT@10': '0.0076', 'NDCG@10': '0.0031', 'HIT@20': '0.0171', 'NDCG@20': '0.0055'}
