Namespace(data_dir='./data/', output_dir='output/', data_name='Sports_and_Outdoors', do_eval=False, ckp=0, hidden_size=64, embedding_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='Mamba4Rec', backbone2='SASRec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=2.0, dws_beta=1.0, kd_temperature=0.7, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BPR', N=100, cuda_condition=True, data_file='./data/Sports_and_Outdoors', item_size=18359, log_file='output/DWS-Mamba4Rec-SASRec-Sports_and_Outdoors-a1.0-b1.0-l2.0-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-Mamba4Rec-SASRec-Sports_and_Outdoors-a1.0-b1.0-l2.0-dwsb1.0-t0.0-1762967982.2401097.pt')
{'epoch': 0, 'avg_loss': '5.7892', 'avg_bpr_loss': '5.7102', 'avg_kd_loss': '0.0790'}
{'Epoch': 0, 'HIT@5': '0.0038', 'NDCG@5': '0.0025', 'HIT@10': '0.0062', 'NDCG@10': '0.0033', 'HIT@20': '0.0112', 'NDCG@20': '0.0045'}
{'Epoch': 0, 'HIT@5': '0.0032', 'NDCG@5': '0.0023', 'HIT@10': '0.0072', 'NDCG@10': '0.0036', 'HIT@20': '0.0132', 'NDCG@20': '0.0050'}
{'Epoch': 0, 'HIT@5': '0.0039', 'NDCG@5': '0.0020', 'HIT@10': '0.0076', 'NDCG@10': '0.0032', 'HIT@20': '0.0143', 'NDCG@20': '0.0049'}
Model 1 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0038', 'NDCG@5': '0.0025', 'HIT@10': '0.0062', 'NDCG@10': '0.0033', 'HIT@20': '0.0112', 'NDCG@20': '0.0045'}
Model 2 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0032', 'NDCG@5': '0.0023', 'HIT@10': '0.0072', 'NDCG@10': '0.0036', 'HIT@20': '0.0132', 'NDCG@20': '0.0050'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0039', 'NDCG@5': '0.0020', 'HIT@10': '0.0076', 'NDCG@10': '0.0032', 'HIT@20': '0.0143', 'NDCG@20': '0.0049'}
{'Epoch': 0, 'HIT@5': '0.0048', 'NDCG@5': '0.0030', 'HIT@10': '0.0065', 'NDCG@10': '0.0035', 'HIT@20': '0.0115', 'NDCG@20': '0.0048'}
{'Epoch': 0, 'HIT@5': '0.0037', 'NDCG@5': '0.0026', 'HIT@10': '0.0076', 'NDCG@10': '0.0039', 'HIT@20': '0.0138', 'NDCG@20': '0.0054'}
{'Epoch': 0, 'HIT@5': '0.0025', 'NDCG@5': '0.0018', 'HIT@10': '0.0067', 'NDCG@10': '0.0032', 'HIT@20': '0.0132', 'NDCG@20': '0.0048'}
Model 1 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0048', 'NDCG@5': '0.0030', 'HIT@10': '0.0065', 'NDCG@10': '0.0035', 'HIT@20': '0.0115', 'NDCG@20': '0.0048'}
Model 2 (SASRec) Results: {'Epoch': 0, 'HIT@5': '0.0037', 'NDCG@5': '0.0026', 'HIT@10': '0.0076', 'NDCG@10': '0.0039', 'HIT@20': '0.0138', 'NDCG@20': '0.0054'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0025', 'NDCG@5': '0.0018', 'HIT@10': '0.0067', 'NDCG@10': '0.0032', 'HIT@20': '0.0132', 'NDCG@20': '0.0048'}
{'epoch': 1, 'avg_loss': '5.7395', 'avg_bpr_loss': '5.7273', 'avg_kd_loss': '0.0122'}
{'Epoch': 1, 'HIT@5': '0.0051', 'NDCG@5': '0.0031', 'HIT@10': '0.0080', 'NDCG@10': '0.0040', 'HIT@20': '0.0119', 'NDCG@20': '0.0049'}
{'Epoch': 1, 'HIT@5': '0.0032', 'NDCG@5': '0.0020', 'HIT@10': '0.0052', 'NDCG@10': '0.0026', 'HIT@20': '0.0087', 'NDCG@20': '0.0035'}
