Namespace(data_dir='./data/', output_dir='output/', data_name='Beauty', do_eval=False, ckp=0, hidden_size=64, embedding_size=64, num_hidden_layers=2, num_attention_heads=2, hidden_act='gelu', attention_probs_dropout_prob=0.5, hidden_dropout_prob=0.5, initializer_range=0.02, max_seq_length=50, backbone='GRU4Rec', backbone2='Mamba4Rec', K_hns=1, alpha=1.0, beta=1.0, d_lambda=2.5, dws_beta=1.0, kd_temperature=0.7, temperature=0.0, kd_gamma=0.01, d_state=16, d_conv=4, expand=2, lr=0.001, batch_size=1024, epochs=300, no_cuda=False, log_freq=1, seed=42, weight_decay=0, adam_beta1=0.9, adam_beta2=0.999, gpu_id='0', neg_sampler='DNS', loss_type='BPR', N=100, cuda_condition=True, data_file='./data/Beauty', item_size=12103, log_file='output/DWS-GRU4Rec-Mamba4Rec-Beauty-a1.0-b1.0-l2.5-dwsb1.0-t0.0.txt', checkpoint_path='output/DWS-GRU4Rec-Mamba4Rec-Beauty-a1.0-b1.0-l2.5-dwsb1.0-t0.0-1762477996.395971.pt')
{'epoch': 0, 'avg_loss': '6.5270', 'avg_bpr_loss': '6.4495', 'avg_kd_loss': '0.0775'}
{'Epoch': 0, 'HIT@5': '0.0004', 'NDCG@5': '0.0003', 'HIT@10': '0.0011', 'NDCG@10': '0.0005', 'HIT@20': '0.0027', 'NDCG@20': '0.0009'}
{'Epoch': 0, 'HIT@5': '0.0152', 'NDCG@5': '0.0108', 'HIT@10': '0.0201', 'NDCG@10': '0.0123', 'HIT@20': '0.0295', 'NDCG@20': '0.0147'}
{'Epoch': 0, 'HIT@5': '0.0139', 'NDCG@5': '0.0097', 'HIT@10': '0.0203', 'NDCG@10': '0.0118', 'HIT@20': '0.0273', 'NDCG@20': '0.0135'}
Model 1 (GRU4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0004', 'NDCG@5': '0.0003', 'HIT@10': '0.0011', 'NDCG@10': '0.0005', 'HIT@20': '0.0027', 'NDCG@20': '0.0009'}
Model 2 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0152', 'NDCG@5': '0.0108', 'HIT@10': '0.0201', 'NDCG@10': '0.0123', 'HIT@20': '0.0295', 'NDCG@20': '0.0147'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0139', 'NDCG@5': '0.0097', 'HIT@10': '0.0203', 'NDCG@10': '0.0118', 'HIT@20': '0.0273', 'NDCG@20': '0.0135'}
{'Epoch': 0, 'HIT@5': '0.0000', 'NDCG@5': '0.0000', 'HIT@10': '0.0013', 'NDCG@10': '0.0004', 'HIT@20': '0.0031', 'NDCG@20': '0.0008'}
{'Epoch': 0, 'HIT@5': '0.0170', 'NDCG@5': '0.0132', 'HIT@10': '0.0228', 'NDCG@10': '0.0151', 'HIT@20': '0.0317', 'NDCG@20': '0.0174'}
{'Epoch': 0, 'HIT@5': '0.0152', 'NDCG@5': '0.0111', 'HIT@10': '0.0215', 'NDCG@10': '0.0132', 'HIT@20': '0.0313', 'NDCG@20': '0.0156'}
Model 1 (GRU4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0000', 'NDCG@5': '0.0000', 'HIT@10': '0.0013', 'NDCG@10': '0.0004', 'HIT@20': '0.0031', 'NDCG@20': '0.0008'}
Model 2 (Mamba4Rec) Results: {'Epoch': 0, 'HIT@5': '0.0170', 'NDCG@5': '0.0132', 'HIT@10': '0.0228', 'NDCG@10': '0.0151', 'HIT@20': '0.0317', 'NDCG@20': '0.0174'}
Ensemble Results: {'Epoch': 0, 'HIT@5': '0.0152', 'NDCG@5': '0.0111', 'HIT@10': '0.0215', 'NDCG@10': '0.0132', 'HIT@20': '0.0313', 'NDCG@20': '0.0156'}
{'epoch': 1, 'avg_loss': '5.9221', 'avg_bpr_loss': '5.8824', 'avg_kd_loss': '0.0397'}
{'Epoch': 1, 'HIT@5': '0.0051', 'NDCG@5': '0.0034', 'HIT@10': '0.0094', 'NDCG@10': '0.0047', 'HIT@20': '0.0121', 'NDCG@20': '0.0054'}
{'Epoch': 1, 'HIT@5': '0.0239', 'NDCG@5': '0.0162', 'HIT@10': '0.0333', 'NDCG@10': '0.0193', 'HIT@20': '0.0537', 'NDCG@20': '0.0245'}
{'Epoch': 1, 'HIT@5': '0.0257', 'NDCG@5': '0.0168', 'HIT@10': '0.0342', 'NDCG@10': '0.0195', 'HIT@20': '0.0539', 'NDCG@20': '0.0245'}
Model 1 (GRU4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0051', 'NDCG@5': '0.0034', 'HIT@10': '0.0094', 'NDCG@10': '0.0047', 'HIT@20': '0.0121', 'NDCG@20': '0.0054'}
Model 2 (Mamba4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0239', 'NDCG@5': '0.0162', 'HIT@10': '0.0333', 'NDCG@10': '0.0193', 'HIT@20': '0.0537', 'NDCG@20': '0.0245'}
Ensemble Results: {'Epoch': 1, 'HIT@5': '0.0257', 'NDCG@5': '0.0168', 'HIT@10': '0.0342', 'NDCG@10': '0.0195', 'HIT@20': '0.0539', 'NDCG@20': '0.0245'}
{'Epoch': 1, 'HIT@5': '0.0063', 'NDCG@5': '0.0039', 'HIT@10': '0.0103', 'NDCG@10': '0.0052', 'HIT@20': '0.0139', 'NDCG@20': '0.0061'}
{'Epoch': 1, 'HIT@5': '0.0250', 'NDCG@5': '0.0183', 'HIT@10': '0.0367', 'NDCG@10': '0.0221', 'HIT@20': '0.0514', 'NDCG@20': '0.0259'}
{'Epoch': 1, 'HIT@5': '0.0237', 'NDCG@5': '0.0183', 'HIT@10': '0.0322', 'NDCG@10': '0.0210', 'HIT@20': '0.0501', 'NDCG@20': '0.0255'}
Model 1 (GRU4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0063', 'NDCG@5': '0.0039', 'HIT@10': '0.0103', 'NDCG@10': '0.0052', 'HIT@20': '0.0139', 'NDCG@20': '0.0061'}
Model 2 (Mamba4Rec) Results: {'Epoch': 1, 'HIT@5': '0.0250', 'NDCG@5': '0.0183', 'HIT@10': '0.0367', 'NDCG@10': '0.0221', 'HIT@20': '0.0514', 'NDCG@20': '0.0259'}
Ensemble Results: {'Epoch': 1, 'HIT@5': '0.0237', 'NDCG@5': '0.0183', 'HIT@10': '0.0322', 'NDCG@10': '0.0210', 'HIT@20': '0.0501', 'NDCG@20': '0.0255'}
{'epoch': 2, 'avg_loss': '6.1744', 'avg_bpr_loss': '6.1417', 'avg_kd_loss': '0.0327'}
{'Epoch': 2, 'HIT@5': '0.0047', 'NDCG@5': '0.0024', 'HIT@10': '0.0078', 'NDCG@10': '0.0034', 'HIT@20': '0.0127', 'NDCG@20': '0.0046'}
{'Epoch': 2, 'HIT@5': '0.0248', 'NDCG@5': '0.0170', 'HIT@10': '0.0427', 'NDCG@10': '0.0227', 'HIT@20': '0.0610', 'NDCG@20': '0.0273'}
{'Epoch': 2, 'HIT@5': '0.0233', 'NDCG@5': '0.0161', 'HIT@10': '0.0387', 'NDCG@10': '0.0211', 'HIT@20': '0.0568', 'NDCG@20': '0.0257'}
Model 1 (GRU4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0047', 'NDCG@5': '0.0024', 'HIT@10': '0.0078', 'NDCG@10': '0.0034', 'HIT@20': '0.0127', 'NDCG@20': '0.0046'}
Model 2 (Mamba4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0248', 'NDCG@5': '0.0170', 'HIT@10': '0.0427', 'NDCG@10': '0.0227', 'HIT@20': '0.0610', 'NDCG@20': '0.0273'}
Ensemble Results: {'Epoch': 2, 'HIT@5': '0.0233', 'NDCG@5': '0.0161', 'HIT@10': '0.0387', 'NDCG@10': '0.0211', 'HIT@20': '0.0568', 'NDCG@20': '0.0257'}
{'Epoch': 2, 'HIT@5': '0.0045', 'NDCG@5': '0.0028', 'HIT@10': '0.0076', 'NDCG@10': '0.0038', 'HIT@20': '0.0134', 'NDCG@20': '0.0053'}
{'Epoch': 2, 'HIT@5': '0.0268', 'NDCG@5': '0.0185', 'HIT@10': '0.0411', 'NDCG@10': '0.0232', 'HIT@20': '0.0586', 'NDCG@20': '0.0275'}
{'Epoch': 2, 'HIT@5': '0.0255', 'NDCG@5': '0.0183', 'HIT@10': '0.0376', 'NDCG@10': '0.0221', 'HIT@20': '0.0519', 'NDCG@20': '0.0257'}
Model 1 (GRU4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0045', 'NDCG@5': '0.0028', 'HIT@10': '0.0076', 'NDCG@10': '0.0038', 'HIT@20': '0.0134', 'NDCG@20': '0.0053'}
Model 2 (Mamba4Rec) Results: {'Epoch': 2, 'HIT@5': '0.0268', 'NDCG@5': '0.0185', 'HIT@10': '0.0411', 'NDCG@10': '0.0232', 'HIT@20': '0.0586', 'NDCG@20': '0.0275'}
Ensemble Results: {'Epoch': 2, 'HIT@5': '0.0255', 'NDCG@5': '0.0183', 'HIT@10': '0.0376', 'NDCG@10': '0.0221', 'HIT@20': '0.0519', 'NDCG@20': '0.0257'}
{'epoch': 3, 'avg_loss': '6.0419', 'avg_bpr_loss': '6.0089', 'avg_kd_loss': '0.0330'}
{'Epoch': 3, 'HIT@5': '0.0092', 'NDCG@5': '0.0048', 'HIT@10': '0.0157', 'NDCG@10': '0.0069', 'HIT@20': '0.0257', 'NDCG@20': '0.0094'}
{'Epoch': 3, 'HIT@5': '0.0295', 'NDCG@5': '0.0203', 'HIT@10': '0.0423', 'NDCG@10': '0.0244', 'HIT@20': '0.0646', 'NDCG@20': '0.0300'}
{'Epoch': 3, 'HIT@5': '0.0288', 'NDCG@5': '0.0194', 'HIT@10': '0.0441', 'NDCG@10': '0.0243', 'HIT@20': '0.0624', 'NDCG@20': '0.0288'}
Model 1 (GRU4Rec) Results: {'Epoch': 3, 'HIT@5': '0.0092', 'NDCG@5': '0.0048', 'HIT@10': '0.0157', 'NDCG@10': '0.0069', 'HIT@20': '0.0257', 'NDCG@20': '0.0094'}
Model 2 (Mamba4Rec) Results: {'Epoch': 3, 'HIT@5': '0.0295', 'NDCG@5': '0.0203', 'HIT@10': '0.0423', 'NDCG@10': '0.0244', 'HIT@20': '0.0646', 'NDCG@20': '0.0300'}
Ensemble Results: {'Epoch': 3, 'HIT@5': '0.0288', 'NDCG@5': '0.0194', 'HIT@10': '0.0441', 'NDCG@10': '0.0243', 'HIT@20': '0.0624', 'NDCG@20': '0.0288'}
{'Epoch': 3, 'HIT@5': '0.0098', 'NDCG@5': '0.0055', 'HIT@10': '0.0148', 'NDCG@10': '0.0070', 'HIT@20': '0.0264', 'NDCG@20': '0.0099'}
{'Epoch': 3, 'HIT@5': '0.0295', 'NDCG@5': '0.0207', 'HIT@10': '0.0460', 'NDCG@10': '0.0260', 'HIT@20': '0.0706', 'NDCG@20': '0.0322'}
{'Epoch': 3, 'HIT@5': '0.0259', 'NDCG@5': '0.0184', 'HIT@10': '0.0384', 'NDCG@10': '0.0224', 'HIT@20': '0.0635', 'NDCG@20': '0.0288'}
Model 1 (GRU4Rec) Results: {'Epoch': 3, 'HIT@5': '0.0098', 'NDCG@5': '0.0055', 'HIT@10': '0.0148', 'NDCG@10': '0.0070', 'HIT@20': '0.0264', 'NDCG@20': '0.0099'}
Model 2 (Mamba4Rec) Results: {'Epoch': 3, 'HIT@5': '0.0295', 'NDCG@5': '0.0207', 'HIT@10': '0.0460', 'NDCG@10': '0.0260', 'HIT@20': '0.0706', 'NDCG@20': '0.0322'}
Ensemble Results: {'Epoch': 3, 'HIT@5': '0.0259', 'NDCG@5': '0.0184', 'HIT@10': '0.0384', 'NDCG@10': '0.0224', 'HIT@20': '0.0635', 'NDCG@20': '0.0288'}
{'epoch': 4, 'avg_loss': '5.9705', 'avg_bpr_loss': '5.9290', 'avg_kd_loss': '0.0415'}
{'Epoch': 4, 'HIT@5': '0.0150', 'NDCG@5': '0.0091', 'HIT@10': '0.0230', 'NDCG@10': '0.0117', 'HIT@20': '0.0360', 'NDCG@20': '0.0149'}
{'Epoch': 4, 'HIT@5': '0.0347', 'NDCG@5': '0.0225', 'HIT@10': '0.0523', 'NDCG@10': '0.0282', 'HIT@20': '0.0805', 'NDCG@20': '0.0352'}
{'Epoch': 4, 'HIT@5': '0.0326', 'NDCG@5': '0.0221', 'HIT@10': '0.0487', 'NDCG@10': '0.0272', 'HIT@20': '0.0709', 'NDCG@20': '0.0327'}
Model 1 (GRU4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0150', 'NDCG@5': '0.0091', 'HIT@10': '0.0230', 'NDCG@10': '0.0117', 'HIT@20': '0.0360', 'NDCG@20': '0.0149'}
Model 2 (Mamba4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0347', 'NDCG@5': '0.0225', 'HIT@10': '0.0523', 'NDCG@10': '0.0282', 'HIT@20': '0.0805', 'NDCG@20': '0.0352'}
Ensemble Results: {'Epoch': 4, 'HIT@5': '0.0326', 'NDCG@5': '0.0221', 'HIT@10': '0.0487', 'NDCG@10': '0.0272', 'HIT@20': '0.0709', 'NDCG@20': '0.0327'}
{'Epoch': 4, 'HIT@5': '0.0197', 'NDCG@5': '0.0118', 'HIT@10': '0.0317', 'NDCG@10': '0.0156', 'HIT@20': '0.0425', 'NDCG@20': '0.0183'}
{'Epoch': 4, 'HIT@5': '0.0349', 'NDCG@5': '0.0231', 'HIT@10': '0.0541', 'NDCG@10': '0.0293', 'HIT@20': '0.0805', 'NDCG@20': '0.0359'}
{'Epoch': 4, 'HIT@5': '0.0322', 'NDCG@5': '0.0211', 'HIT@10': '0.0492', 'NDCG@10': '0.0265', 'HIT@20': '0.0720', 'NDCG@20': '0.0322'}
Model 1 (GRU4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0197', 'NDCG@5': '0.0118', 'HIT@10': '0.0317', 'NDCG@10': '0.0156', 'HIT@20': '0.0425', 'NDCG@20': '0.0183'}
Model 2 (Mamba4Rec) Results: {'Epoch': 4, 'HIT@5': '0.0349', 'NDCG@5': '0.0231', 'HIT@10': '0.0541', 'NDCG@10': '0.0293', 'HIT@20': '0.0805', 'NDCG@20': '0.0359'}
Ensemble Results: {'Epoch': 4, 'HIT@5': '0.0322', 'NDCG@5': '0.0211', 'HIT@10': '0.0492', 'NDCG@10': '0.0265', 'HIT@20': '0.0720', 'NDCG@20': '0.0322'}
{'epoch': 5, 'avg_loss': '5.9341', 'avg_bpr_loss': '5.8876', 'avg_kd_loss': '0.0465'}
{'Epoch': 5, 'HIT@5': '0.0219', 'NDCG@5': '0.0134', 'HIT@10': '0.0335', 'NDCG@10': '0.0171', 'HIT@20': '0.0525', 'NDCG@20': '0.0219'}
{'Epoch': 5, 'HIT@5': '0.0403', 'NDCG@5': '0.0269', 'HIT@10': '0.0604', 'NDCG@10': '0.0334', 'HIT@20': '0.0859', 'NDCG@20': '0.0398'}
{'Epoch': 5, 'HIT@5': '0.0376', 'NDCG@5': '0.0248', 'HIT@10': '0.0570', 'NDCG@10': '0.0311', 'HIT@20': '0.0816', 'NDCG@20': '0.0373'}
Model 1 (GRU4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0219', 'NDCG@5': '0.0134', 'HIT@10': '0.0335', 'NDCG@10': '0.0171', 'HIT@20': '0.0525', 'NDCG@20': '0.0219'}
Model 2 (Mamba4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0403', 'NDCG@5': '0.0269', 'HIT@10': '0.0604', 'NDCG@10': '0.0334', 'HIT@20': '0.0859', 'NDCG@20': '0.0398'}
Ensemble Results: {'Epoch': 5, 'HIT@5': '0.0376', 'NDCG@5': '0.0248', 'HIT@10': '0.0570', 'NDCG@10': '0.0311', 'HIT@20': '0.0816', 'NDCG@20': '0.0373'}
{'Epoch': 5, 'HIT@5': '0.0224', 'NDCG@5': '0.0141', 'HIT@10': '0.0358', 'NDCG@10': '0.0184', 'HIT@20': '0.0527', 'NDCG@20': '0.0226'}
{'Epoch': 5, 'HIT@5': '0.0389', 'NDCG@5': '0.0262', 'HIT@10': '0.0595', 'NDCG@10': '0.0327', 'HIT@20': '0.0849', 'NDCG@20': '0.0390'}
{'Epoch': 5, 'HIT@5': '0.0376', 'NDCG@5': '0.0246', 'HIT@10': '0.0550', 'NDCG@10': '0.0303', 'HIT@20': '0.0818', 'NDCG@20': '0.0369'}
Model 1 (GRU4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0224', 'NDCG@5': '0.0141', 'HIT@10': '0.0358', 'NDCG@10': '0.0184', 'HIT@20': '0.0527', 'NDCG@20': '0.0226'}
Model 2 (Mamba4Rec) Results: {'Epoch': 5, 'HIT@5': '0.0389', 'NDCG@5': '0.0262', 'HIT@10': '0.0595', 'NDCG@10': '0.0327', 'HIT@20': '0.0849', 'NDCG@20': '0.0390'}
Ensemble Results: {'Epoch': 5, 'HIT@5': '0.0376', 'NDCG@5': '0.0246', 'HIT@10': '0.0550', 'NDCG@10': '0.0303', 'HIT@20': '0.0818', 'NDCG@20': '0.0369'}
{'epoch': 6, 'avg_loss': '5.8801', 'avg_bpr_loss': '5.8244', 'avg_kd_loss': '0.0557'}
{'Epoch': 6, 'HIT@5': '0.0275', 'NDCG@5': '0.0179', 'HIT@10': '0.0420', 'NDCG@10': '0.0226', 'HIT@20': '0.0664', 'NDCG@20': '0.0287'}
{'Epoch': 6, 'HIT@5': '0.0456', 'NDCG@5': '0.0310', 'HIT@10': '0.0686', 'NDCG@10': '0.0384', 'HIT@20': '0.0970', 'NDCG@20': '0.0455'}
{'Epoch': 6, 'HIT@5': '0.0420', 'NDCG@5': '0.0283', 'HIT@10': '0.0631', 'NDCG@10': '0.0350', 'HIT@20': '0.0906', 'NDCG@20': '0.0420'}
Model 1 (GRU4Rec) Results: {'Epoch': 6, 'HIT@5': '0.0275', 'NDCG@5': '0.0179', 'HIT@10': '0.0420', 'NDCG@10': '0.0226', 'HIT@20': '0.0664', 'NDCG@20': '0.0287'}
Model 2 (Mamba4Rec) Results: {'Epoch': 6, 'HIT@5': '0.0456', 'NDCG@5': '0.0310', 'HIT@10': '0.0686', 'NDCG@10': '0.0384', 'HIT@20': '0.0970', 'NDCG@20': '0.0455'}
Ensemble Results: {'Epoch': 6, 'HIT@5': '0.0420', 'NDCG@5': '0.0283', 'HIT@10': '0.0631', 'NDCG@10': '0.0350', 'HIT@20': '0.0906', 'NDCG@20': '0.0420'}
{'Epoch': 6, 'HIT@5': '0.0228', 'NDCG@5': '0.0140', 'HIT@10': '0.0353', 'NDCG@10': '0.0180', 'HIT@20': '0.0577', 'NDCG@20': '0.0237'}
{'Epoch': 6, 'HIT@5': '0.0478', 'NDCG@5': '0.0317', 'HIT@10': '0.0671', 'NDCG@10': '0.0380', 'HIT@20': '0.0957', 'NDCG@20': '0.0451'}
{'Epoch': 6, 'HIT@5': '0.0398', 'NDCG@5': '0.0271', 'HIT@10': '0.0603', 'NDCG@10': '0.0337', 'HIT@20': '0.0912', 'NDCG@20': '0.0415'}
Model 1 (GRU4Rec) Results: {'Epoch': 6, 'HIT@5': '0.0228', 'NDCG@5': '0.0140', 'HIT@10': '0.0353', 'NDCG@10': '0.0180', 'HIT@20': '0.0577', 'NDCG@20': '0.0237'}
